date,location,total_cases,total_deaths,new_cases,new_deaths,total_vaccinations
2022-04-16,Germany,5378750,133922,6106,376,88734843
2020-11-30,Canada,2607411,159472,8864,213,79923000
2020-04-13,UK,1693439,274097,2560,561,16372807
2020-03-03,France,1831094,106410,5867,439,28718037
2022-08-22,Russia,3437172,125155,1211,491,93785057
2021-04-29,Italy,9447933,154607,9121,392,8143015
2022-06-12,Japan,6919875,206608,1539,488,52498715
2020-10-17,Canada,5923361,468255,9104,721,70524397
2022-09-23,Canada,1963571,252712,643,945,4389923
2020-02-02,India,5542511,343173,8693,28,17396910
2021-05-03,UK,8985826,4055,8921,38,94039238
2021-06-17,Russia,3815144,300314,1283,858,92003443
2021-05-24,Brazil,3436252,229016,7680,611,93564839
2020-03-30,Germany,817052,238657,7345,172,79379770
2021-11-10,Russia,7596585,362120,4386,16,19746730
2020-02-21,India,6269324,290395,919,55,69096314
2022-03-08,Russia,1428080,397748,2339,225,56884801
2022-12-31,Russia,9490536,135996,8947,557,38719240
2020-05-20,France,2521279,48037,5930,66,72347769
2020-03-19,Canada,7503888,471298,5402,196,10879808
2022-07-13,India,6119848,92115,5663,653,41334658
2022-06-29,Japan,2726016,464837,5275,834,74925053
2021-10-06,Russia,1244289,340070,507,22,30025673
2021-10-11,Japan,442939,472032,1436,998,9571748
2021-05-20,Japan,9440815,482870,8750,605,99149291
2022-02-22,Canada,3282972,70400,7354,753,48016982
2020-07-06,USA,8692832,99525,4516,236,70451488
2021-10-09,Japan,4414473,363308,3622,956,40017544
2020-04-21,Italy,2711793,223457,4399,918,96058572
2021-08-13,Italy,2319124,224174,5037,922,5408091
2022-08-12,Canada,3923227,141774,8111,565,30146457
2022-09-13,France,2073290,368876,3715,137,98498809
2020-04-05,Brazil,2518970,15385,7837,472,73777334
2021-10-21,India,3889877,271480,1301,844,13100767
2020-03-16,Canada,1727408,327565,7370,783,37581987
2021-09-13,Brazil,2801742,424441,5185,552,39511785
2021-02-09,USA,1055675,36021,2155,609,3511672
2022-08-21,Japan,6016854,396998,6411,694,91009728
2021-08-28,Italy,7436754,482093,6365,639,43180528
2022-06-07,USA,965188,117369,692,228,62513748
2022-03-22,Brazil,2161088,220702,1478,316,1519346
2021-01-20,Russia,8018006,49111,6396,597,18801324
2020-09-29,Germany,2320484,89402,8448,767,18658902
2021-04-10,France,4105223,119774,441,720,28950209
2022-08-29,France,487510,253724,2646,726,58011178
2021-01-11,Italy,6354986,215657,5209,885,4482459
2021-07-19,Russia,7609964,304863,6533,611,36026014
2020-03-30,France,5795250,227600,4677,560,29207144
2021-12-03,India,4055447,180109,7211,200,54458308
2021-08-03,UK,1673879,473319,9927,947,52310244
2022-03-04,Italy,1780752,125695,2645,257,84771544
2022-08-06,Brazil,3293331,134585,8210,479,42307489
2021-04-08,Italy,3764455,246255,9316,887,58447334
2020-11-28,Italy,7253817,144407,7933,177,47908191
2021-04-01,UK,4335518,175212,5476,756,6153657
2022-06-05,Italy,8791690,104126,7928,122,98384506
2022-10-14,Italy,8589747,211445,2080,341,74639818
2021-12-13,Japan,5222798,77658,6089,170,70352920
2022-10-17,Russia,3904722,165912,7396,844,68681644
2021-07-01,Japan,5215622,293151,9739,647,88879473
2020-10-13,Canada,6879771,450163,7797,58,59003891
2020-01-14,Japan,9596394,106833,861,704,58298978
2022-10-27,Brazil,8481209,118637,8346,464,16430431
2020-11-07,India,3175684,382865,3494,779,13301747
2022-10-01,Japan,629085,93220,904,259,96749676
2020-10-20,Italy,9906695,26393,1269,372,44242779
2020-09-12,UK,6071845,57480,404,972,48164059
2021-11-14,USA,2518638,379387,9035,94,89773978
2021-09-15,USA,603103,350434,9974,124,96740047
2022-04-26,UK,1989968,479551,9756,40,54851096
2021-01-02,Italy,5303943,366407,1184,890,9439663
2021-03-30,Canada,5497191,140179,8938,253,27797376
2022-03-03,Germany,1257008,268137,1725,6,9808903
2022-07-04,Japan,6473507,489557,8462,470,30347899
2020-08-03,Germany,7437693,93650,5811,727,90647649
2022-11-19,India,5137997,234397,5606,510,67679961
2020-01-26,Japan,7270518,379739,3956,580,35683789
2021-09-03,France,5511934,52066,171,68,54205340
2020-06-20,France,8173321,373994,8465,80,80615837
2021-10-08,Germany,7899284,305086,2306,541,1215746
2021-04-17,USA,1003171,16138,9350,584,39956835
2021-09-25,Japan,7214938,118558,9898,261,27913465
2022-08-25,USA,2900737,258480,9963,88,82663051
2021-01-12,Japan,1370485,437743,421,914,44681038
2021-08-13,USA,7045900,271334,5540,207,59483257
2020-03-06,UK,1681076,354403,9401,212,4290624
2022-09-01,Brazil,8501598,78422,4675,833,15498897
2021-09-30,Canada,5312399,186770,9082,265,98970925
2021-06-09,France,981883,82315,6748,911,41508988
2021-03-14,Germany,1668321,486926,6103,292,61579575
2021-11-09,Russia,3293705,29086,1473,206,98630846
2021-05-11,UK,6154512,410538,3243,332,3064582
2021-08-10,Brazil,9888679,125604,2181,76,8600553
2022-04-01,Japan,3759505,362958,9641,287,2239336
2021-02-06,USA,8415414,119324,3096,46,75343655
2020-02-20,Brazil,5418952,476785,6646,621,82826398
2021-01-25,Germany,4609688,216682,9782,199,23241693
2021-03-23,USA,4264423,391065,5882,426,26371800
2021-12-02,France,8181883,3435,5982,209,25094549
2021-01-07,Japan,8306681,363649,5798,887,6450147
2020-03-12,Russia,7170837,315475,9627,419,88901300
2021-04-29,UK,1519603,160014,8415,153,41543258
2020-02-29,Germany,1750740,190707,8411,521,2255888
2021-05-02,UK,863403,422275,9846,414,6429308
2022-11-14,France,9268511,188629,8456,352,26414339
2021-12-06,USA,885421,375601,9145,156,39874492
2020-04-08,Brazil,4278384,314533,4524,260,14263161
2020-04-02,India,5495671,315158,6559,76,86525282
2022-03-23,Russia,978836,426042,7620,768,4389102
2022-03-21,Germany,3223522,292441,2774,982,31101107
2020-10-13,UK,2217181,43890,5673,487,19617186
2020-01-23,Canada,8568438,283466,3124,130,76474027
2021-09-25,Japan,1556518,35739,8671,578,60644494
2022-05-03,Canada,2659083,402935,1353,454,82454844
2022-03-15,France,4113640,79553,9081,739,97334515
2021-05-20,Germany,4500398,8314,3854,162,96583911
2021-04-24,Japan,9625105,93831,8134,14,57157396
2022-02-20,France,4877708,337308,924,231,78833228
2020-11-03,UK,9935869,369802,2170,194,43881774
2021-06-13,Germany,7880317,339172,5506,860,48386378
2020-03-19,Brazil,9254791,298257,2395,541,81195568
2022-07-02,India,9011501,117174,8220,358,97201076
2021-11-28,Japan,8281447,146429,8226,849,88604919
2020-12-15,Italy,3895958,229937,5515,330,96358682
2021-08-23,Italy,7076042,20365,2670,426,39695646
2020-08-09,Canada,8839765,301173,3365,496,33240563
2021-03-10,Brazil,1265898,263881,588,827,1248925
2021-11-14,India,2120539,393186,3138,485,79229457
2022-10-11,USA,880412,205704,9095,807,85246014
2021-06-20,Germany,5947148,85474,6663,448,80990335
2021-08-30,Japan,3231185,340362,4086,412,52893858
2021-05-28,India,7319764,255678,8531,329,11733949
2022-10-26,Brazil,8706483,158571,4270,731,55643386
2021-02-10,Italy,5923098,241099,6019,888,31407752
2022-10-07,Germany,1228337,241474,9906,990,5283645
2020-01-12,India,484814,128692,556,146,17195302
2022-04-25,USA,8359922,238502,8022,258,2764978
2021-12-03,Germany,9614742,177229,5452,291,89960676
2020-09-10,Brazil,3690583,449463,3567,810,1360754
2022-05-31,Germany,1599908,390555,3899,142,70549897
2021-09-24,Russia,2164412,172106,6477,992,85396147
2022-02-28,France,5309792,294,7500,936,37940619
2022-03-28,India,2353847,491288,1016,746,39555143
2020-03-27,Canada,2892478,286740,6470,626,46985090
2021-12-11,Brazil,1984117,98185,2062,364,1430098
2022-03-22,UK,5949852,273578,9030,89,23777658
2020-06-25,Italy,29725,58382,9829,719,88028042
2020-11-03,Germany,9574182,300242,4321,163,838361
2021-05-11,UK,9184536,4655,3496,480,34827884
2020-02-22,Italy,888036,83029,1813,83,94831993
2021-03-29,France,2971783,308372,6256,76,71835542
2020-03-01,India,2662761,3771,9643,672,36631670
2021-01-08,Brazil,6524559,336243,2313,516,59605897
2021-04-20,UK,2513024,120811,9706,484,56033809
2020-03-19,Germany,2398083,450015,1231,589,45522763
2020-01-22,Italy,6536295,324401,9837,602,22198937
2021-05-06,UK,3909439,279702,5831,598,13749897
2021-11-21,UK,5627745,492684,2999,781,33022338
2022-05-05,USA,3911146,320580,3440,103,46123581
2020-09-17,Brazil,1707017,107779,4056,451,82500166
2020-07-07,USA,689556,124891,305,486,20595260
2021-09-23,Japan,7288538,254797,9915,338,48579203
2022-12-27,Italy,2253722,485319,1689,686,30784060
2020-05-30,Japan,1649729,254472,9709,565,53582693
2021-08-07,France,1116271,32376,3917,899,13544971
2020-12-02,Italy,3099555,480674,7080,477,28881442
2020-12-24,Canada,5683797,77924,8611,722,16389605
2021-01-16,Canada,1681641,29332,2936,606,29174197
2022-02-26,Japan,516409,393145,3862,222,41932338
2022-01-16,USA,666165,46737,9642,8,61454051
2021-01-02,Canada,2788363,393056,5649,52,88919361
2022-11-06,Japan,4476321,89031,3261,76,32680462
2020-01-22,Canada,3710388,467186,9356,717,95266992
2021-09-05,UK,3235192,183024,1819,502,67925542
2020-08-16,Canada,1935090,283135,1342,315,93875737
2021-04-25,Brazil,9133790,27472,5560,813,79655535
2022-10-07,Brazil,3937270,59946,2226,821,45835183
2022-10-31,Germany,6739013,498782,1079,841,67457496
2021-07-25,UK,7089975,420065,4206,623,48281138
2020-01-02,USA,8805586,263685,6280,862,72885217
2020-06-12,Germany,1033316,129237,7235,164,51968878
2020-06-17,France,4819075,2765,813,278,82592865
2020-11-13,France,4742297,305218,5089,26,24106394
2020-05-28,Canada,3868452,364939,2031,69,17591670
2020-10-13,USA,8074037,160355,8514,217,86962345
2020-08-21,India,1312743,101387,9095,961,4379637
2021-06-20,Italy,7420105,251116,9733,364,77588188
2020-03-20,Brazil,104195,493377,5911,700,56441156
2022-06-30,Germany,7008443,393985,2653,844,71901841
2022-07-31,Canada,5276728,148878,3340,946,39547836
2021-06-07,Brazil,4101036,483734,7876,305,4415747
2020-08-02,Brazil,9727094,265116,1141,123,10556032
2020-09-22,India,2165251,149328,9041,18,33720881
2021-12-16,USA,9866460,366047,8558,256,74430803
2020-09-22,Italy,7303693,149725,2897,295,41040403
2020-05-04,Russia,3214850,103579,9281,927,23788717
2022-06-13,UK,7983439,479885,4041,21,96338714
2020-09-04,UK,8874883,39339,2038,879,67167391
2022-07-10,Italy,8687479,418973,4270,988,52050953
2021-05-22,Canada,8268541,365520,4683,449,43756113
2020-03-23,France,9546263,304543,494,551,18636031
2022-05-09,USA,2949281,306157,7116,549,82848360
2020-12-07,USA,7356061,490821,1784,47,30546571
2021-11-24,Italy,1294929,407922,3510,694,63140553
2020-11-06,USA,2504594,431447,3786,586,686423
2021-03-14,Russia,1243294,27909,5266,720,79883799
2020-11-10,Canada,3567675,498970,9190,182,91657588
2020-07-05,France,7711634,469847,5428,434,4597669
2020-10-24,UK,9285424,188644,6681,106,86337581
2020-04-17,Japan,2414802,479095,6893,187,65693400
2021-02-04,India,443031,456983,9643,775,54367111
2020-04-17,Italy,9479276,157541,9943,85,87790669
2021-01-09,France,6444345,132385,4658,835,71372266
2022-02-06,India,2790373,401063,7082,842,18466462
2021-11-01,UK,3916643,443438,6869,455,89031511
2020-01-02,India,7061183,467918,7607,136,28216869
2021-05-26,UK,3287058,141002,7669,857,40767598
2021-12-04,Russia,5510493,3285,6219,897,89621518
2022-07-05,UK,290998,385781,4534,335,15398989
2020-10-10,Italy,4855920,35863,5979,606,86872564
2021-01-18,USA,1828022,147776,8890,837,8780363
2022-12-02,Russia,6367712,411921,1312,756,7098785
2022-06-30,India,1409854,131627,2962,468,93458706
2020-10-25,Russia,7997043,21323,2938,601,34233837
2020-09-07,USA,181360,333112,3197,570,36015479
2022-07-23,Brazil,2444026,460138,5296,402,28268250
2021-04-12,Japan,2515419,53915,7204,539,31841342
2021-11-02,Japan,5532410,371687,5730,71,63360360
2022-09-01,Brazil,4138286,141691,126,781,20437964
2022-02-26,Italy,9679818,203462,5602,23,97041951
2022-08-10,France,8333100,259990,1191,623,44021480
2022-08-28,Canada,6893728,370644,2639,811,32180417
2022-07-24,Russia,3584197,452490,1366,484,80737798
2020-04-27,Germany,311955,466389,9211,55,25327535
2021-10-09,Germany,2127599,414441,6453,985,72936906
2022-11-24,Japan,4933594,373410,6671,222,7710635
2020-04-08,Brazil,9953678,288883,6683,631,63379756
2020-05-31,Germany,4835451,440924,4539,178,31132615
2020-05-11,Russia,4382794,128041,8876,799,54999607
2022-04-09,Japan,7323494,53019,2887,433,26385055
2021-10-12,Italy,6699144,207226,9654,936,3143828
2020-12-25,Japan,4698713,233169,4086,449,63827742
2021-02-12,Germany,7867791,7373,2261,792,71373568
2020-08-01,Brazil,3790328,166353,4180,883,91760076
2020-12-30,Brazil,5289730,20187,2841,491,57938058
2021-11-27,Japan,4437610,330007,9959,188,29774684
2021-03-24,USA,3239536,97927,6040,577,32094019
2021-05-13,Canada,2326133,238185,3560,809,8210723
2022-04-05,France,7948140,346229,4758,960,25305422
2020-02-16,Canada,5720626,117996,626,419,19339962
2021-12-25,Canada,6221714,39220,5014,248,41191234
2020-07-10,Germany,6374825,392647,1375,587,93324471
2022-12-20,USA,5005858,7642,1181,648,82704690
2020-02-25,USA,7028722,79971,5708,163,68240284
2022-08-12,Italy,8221252,55556,490,744,29815764
2020-09-14,Canada,8975708,426976,3729,254,89181057
2021-11-06,USA,3415871,300336,5974,475,39965957
2021-03-16,USA,1877971,397597,3534,805,76944693
2022-11-17,UK,7997488,227655,3296,416,70890128
2020-11-13,India,6814612,412774,1940,169,53384964
2021-07-12,India,4963401,292926,5014,316,51981825
2022-01-25,Japan,2866757,266926,1882,173,52795193
2021-04-28,Brazil,9725529,222489,4908,469,32546315
2021-05-21,USA,5913318,185784,2987,344,54997252
2021-10-31,Canada,6741286,236836,5585,444,67614057
2020-06-25,France,1577969,488161,3159,17,19238843
2022-10-20,Brazil,3651387,150534,4530,69,73642152
2022-03-15,Japan,1711672,322174,681,337,29553299
2022-12-19,Canada,5905950,199591,5254,627,83817856
2021-12-25,Russia,3212883,318555,1073,591,83440197
2022-04-21,Italy,3028631,186278,2387,526,14245175
2022-07-25,Brazil,7232212,97469,2693,687,43389493
2022-02-01,Japan,6423959,46950,9562,455,53784322
2020-08-22,Russia,6984297,395739,4340,268,39763995
2020-09-23,Italy,4024733,454142,2156,630,36548462
2021-11-12,UK,4859221,140749,7966,810,55707498
2021-10-09,India,9802630,206900,2580,187,17996932
2021-08-24,Brazil,3801250,146161,7257,568,77138299
2022-05-24,Brazil,9340854,397797,2159,710,66553433
2021-06-07,Germany,19675,405123,6772,528,12666868
2020-01-13,Canada,8462605,398825,1627,433,44600603
2020-02-01,Brazil,9356169,182225,8219,287,40164230
2022-07-07,Japan,486799,312683,7080,917,47429349
2021-12-24,France,6810805,437359,1985,566,27577992
2022-07-16,Germany,2238057,22936,9713,498,21129442
2022-07-12,India,4464344,312326,8488,440,80788906
2021-04-26,India,566088,373403,2181,780,33204250
2022-12-16,Russia,6558947,230596,2296,302,80411979
2022-12-17,Germany,658003,95042,7164,86,3101812
2021-11-25,USA,805113,275307,2597,829,70393944
2020-10-07,Germany,9322004,257758,901,437,76787420
2022-11-20,Russia,5028035,452974,6060,540,22722270
2021-10-12,India,4034464,177129,9290,21,32421757
2021-03-10,Canada,9992154,143609,1677,832,51024737
2022-11-13,Japan,2092101,22419,2881,796,36381367
2022-04-06,Russia,5995134,435794,5622,559,17922935
2020-11-22,Canada,9844689,206063,8052,516,75211276
2022-07-08,India,8503967,121211,1378,761,42021911
2020-12-14,Russia,6208714,384906,1248,674,8722465
2020-09-16,Canada,6762126,205671,5650,502,63217910
2021-09-07,Japan,6342057,834,6079,713,8502290
2020-01-28,UK,3541483,294358,9456,466,43445277
2021-07-26,France,1512760,224006,7036,100,60336176
2021-08-28,Italy,9851044,254870,6487,582,79235983
2021-08-25,Brazil,3557689,493244,1058,941,7948467
2020-06-23,USA,1863236,252358,2048,674,90342769
2022-02-19,Brazil,7863426,2413,6115,684,92424167
2020-07-28,UK,9988400,9505,4248,140,90904496
2021-08-14,Russia,450930,251753,2476,137,57728394
2021-11-01,Brazil,7402324,364946,4603,577,68287053
2021-11-11,UK,7946232,133177,3553,709,58460590
2022-06-20,Italy,3498408,199176,9953,839,76274894
2022-12-11,Japan,5403252,390447,220,227,15793186
2020-04-16,Brazil,91006,114897,4818,280,94314233
2021-08-08,Canada,4151785,58408,7192,683,79885724
2021-11-26,Brazil,688725,168751,4623,827,15585643
2020-02-24,France,9177376,116908,7349,430,33584406
2020-12-29,Canada,206487,245993,5618,39,48278679
2020-03-25,Canada,6389308,230168,9856,518,36577506
2020-04-10,Germany,3637820,79731,7209,685,82789618
2022-11-17,Italy,3284321,327275,4576,662,81889289
2022-03-28,Japan,7018523,326424,1871,210,8337455
2021-02-24,Canada,678841,277906,7915,301,37598831
2021-08-29,UK,5420712,117798,1462,85,17934539
2021-12-28,France,3452501,116854,5521,396,86408156
2020-05-27,Japan,8433840,237902,8536,252,56200061
2020-01-05,Japan,2445840,320847,8236,532,14441302
2022-04-23,India,5451973,474650,7813,768,24344996
2020-11-16,UK,1379904,63079,2068,890,88977375
2020-11-12,UK,7353172,21577,5753,914,31555379
2020-06-10,Germany,1437188,263358,7237,380,42497701
2020-11-21,Russia,1656321,348483,7016,443,18039544
2022-05-06,India,538645,310258,6191,32,33052935
2021-04-18,France,9960559,482450,1514,259,94037520
2021-06-11,UK,5354552,325374,2598,233,24789949
2022-03-11,Russia,4525121,164052,1001,514,61192661
2021-11-18,Brazil,5832801,67194,1033,858,17187069
2020-04-14,Brazil,6911855,471022,6899,307,36069069
2020-05-17,Russia,6550091,112333,8465,738,87842117
2020-03-29,India,7790574,37792,5051,795,75799889
2022-01-28,Russia,3366823,45807,9971,69,34222197
2021-01-20,France,7370683,387410,4476,453,47410340
2020-09-22,UK,2167354,415517,478,438,16888357
2021-12-05,UK,9485961,136213,515,824,37999502
2022-09-10,India,6439522,104292,1191,363,66253669
2021-09-08,Russia,5047999,122984,6297,982,80782119
2022-10-08,France,4385010,13777,9603,765,94492296
2020-05-14,Japan,4818750,38346,271,480,14144308
2022-03-11,Canada,4991536,316847,8334,143,36054773
2020-03-16,UK,9212863,94977,7778,23,66643141
2022-12-12,USA,3471750,309963,6008,964,25779573
2021-06-09,Japan,4475156,421685,7987,424,79801935
2020-03-12,Brazil,2765331,134917,3332,745,15489587
2021-06-04,India,8070297,372330,787,844,68963456
2021-05-16,UK,8976766,23290,6222,174,99457437
2020-08-30,USA,2630723,374695,9873,843,4578683
2020-12-03,Italy,865139,423915,622,324,45290464
2022-03-13,France,9967246,175324,3841,868,98942976
2022-01-24,Russia,7543159,360826,3676,670,97534118
2020-08-02,Japan,5384935,134365,2572,859,72968848
2022-07-05,India,2901717,380161,6915,347,66003055
2020-02-18,UK,6285939,119496,5033,797,9710959
2022-03-06,UK,6816525,319233,7788,17,11273317
2022-12-02,Japan,2211738,409824,5214,43,13011537
2021-06-29,Italy,5692796,390857,4712,154,80500693
2020-08-12,Italy,8678376,197345,66,866,5089275
2020-04-13,UK,6822567,278763,7533,921,16986618
2021-12-09,USA,2639929,78006,4616,376,46745186
2022-05-16,UK,3133211,246471,1140,742,99164830
2021-01-16,USA,7440449,218980,5730,882,14126119
2020-12-21,Russia,1726199,474869,7465,827,24250010
2021-05-16,Japan,5071915,276923,9379,401,55565859
2022-12-04,Germany,443945,444256,4471,224,4996476
2022-10-25,India,7382003,225902,3339,216,30128886
2020-06-30,UK,6310114,449541,548,567,14335491
2022-01-22,Brazil,21253,283774,7675,30,58808816
2021-12-15,USA,3603110,367719,8264,868,49368949
2022-08-27,Canada,2276787,115436,198,58,13902788
2022-12-24,UK,7690840,143250,9973,891,12435736
2021-10-31,Japan,6501553,413151,571,897,34509150
2022-08-10,India,9338770,440474,790,352,69674926
2021-03-18,Russia,1274634,284928,9830,934,60689144
2020-10-10,India,2755063,456938,1174,444,92206603
2020-03-30,India,1228807,154099,178,234,19731738
2021-05-21,France,8511383,489760,2244,106,19329751
2020-08-06,India,5163515,451069,4086,190,22342974
2020-04-13,Russia,7601748,374311,734,991,69354294
2020-04-30,India,4463158,67359,6232,529,29238685
2020-10-10,Germany,8803208,203460,798,912,19168849
2022-06-21,Germany,6181422,340752,7601,737,64574519
2021-06-20,Germany,2269070,469885,8979,678,45420742
2022-06-18,Canada,4413359,277255,2795,582,37499557
2022-10-10,Japan,7640167,163384,4588,873,39071684
2020-08-18,UK,2831569,260393,7297,565,75545891
2022-12-04,UK,7322153,286305,3084,244,88439441
2021-12-10,Italy,9837371,381064,731,994,71876685
2021-10-18,India,2519507,366967,1129,861,32213103
2020-12-22,Brazil,1256715,387158,1605,75,71857526
2021-08-17,Japan,8468865,130466,2933,546,58920051
2022-08-07,Germany,1526534,329457,9407,266,26862733
2021-05-12,France,824143,181446,8516,316,94116831
2021-02-23,Germany,7346562,417230,5074,811,72037572
2021-11-21,India,3802986,80308,7099,120,69567253
2022-02-06,Italy,371616,308533,1490,835,50841115
2022-08-17,Italy,1960155,241235,893,24,56865867
2021-03-11,India,9163766,411377,1390,431,85719139
2021-09-01,Italy,2710527,107800,3389,159,14534110
2020-09-09,France,1768967,400706,4239,595,89299916
2020-09-04,India,9304991,381691,4479,113,51476332
2021-09-12,Italy,8370043,238269,2263,734,85024892
2021-10-27,Canada,279215,24502,3432,899,51432438
2021-10-20,Russia,2843236,35757,2371,501,42944534
2020-01-03,USA,7379933,303255,4312,165,13160609
2020-01-26,Canada,8661957,98273,1515,702,86649460
2021-12-25,UK,6153973,476461,6326,174,34567025
2020-07-22,Germany,6035218,58645,7088,0,71673595
2021-08-12,Brazil,1960584,372362,5586,898,18853327
2022-05-29,Italy,6223754,321199,2917,740,87201269
2021-11-04,Canada,5585709,119815,5731,85,81823662
2020-01-12,India,9804815,402214,7686,573,70461748
2022-08-03,Russia,578688,159978,1167,319,55377491
2020-02-29,Germany,4226156,363170,8302,400,6403624
2020-07-13,Germany,5755892,332336,5109,381,69814474
2022-10-23,Brazil,7983372,181549,4327,717,93728159
2021-05-25,Japan,8127747,167973,5810,616,98482815
2022-12-02,Italy,4227995,222343,3655,317,75915405
2022-02-20,Canada,7337694,52021,3793,802,41575403
2022-05-14,Japan,8921334,29092,9947,249,69401190
2022-10-03,UK,3952255,394458,6738,524,55085022
2020-10-01,Canada,3817242,368987,1577,674,78237208
2021-02-18,Brazil,4990488,132903,9488,554,77030344
2020-05-19,Germany,239968,312865,2220,897,54816630
2020-07-07,Brazil,8677571,290655,9164,951,76846828
2022-05-01,India,2592536,72782,1030,622,59763375
2021-10-20,UK,5504381,359147,6691,716,69042980
2021-11-19,Italy,519165,411518,3992,895,76640144
2021-10-28,UK,4414084,317712,913,255,18907803
2021-06-23,Germany,3440866,396448,6358,306,2130304
2020-11-26,India,3878363,364206,2181,949,4515400
2022-02-25,USA,1027557,366445,3197,143,11291830
2020-10-23,USA,7435697,313651,6040,657,29592944
2021-09-15,USA,5898885,124277,1462,390,31312572
2020-11-21,Germany,7601723,129999,7037,812,83864511
2022-04-13,Canada,7946155,207580,9499,675,22702239
2020-12-12,Russia,5688238,244744,4994,168,68090420
2020-04-18,India,9594731,100128,9381,989,62691335
2020-06-05,India,6703560,272827,5308,297,38058875
2021-02-25,India,1785559,23664,6221,232,81520737
2021-08-15,Brazil,8697057,102364,7090,902,76097353
2021-07-26,France,533634,251084,7769,270,92930148
2021-04-01,Russia,3932747,164244,687,59,17657839
2021-05-12,Japan,8578845,476857,4661,295,9629976
2021-11-23,Italy,8102873,64340,9399,466,78189426
2020-05-02,Brazil,9244655,87236,1894,234,46114080
2020-04-28,Italy,4623636,11017,7389,676,63187692
2022-02-16,India,7556855,298757,4922,705,62626182
2022-09-10,Russia,5334233,261879,6322,233,8245856
2021-11-14,Germany,1406368,479346,3183,367,69845441
2020-10-10,France,6841300,470136,3797,694,91172207
2022-02-18,Japan,9234082,30348,5178,844,71404639
2021-07-21,UK,5785267,409664,9836,231,99390724
2021-08-14,France,1224744,271635,3968,872,63321599
2022-09-13,France,5970226,209720,2716,490,48770413
2022-05-17,Germany,4862894,121070,190,618,92519819
2022-04-14,UK,2131018,227629,1335,502,34374333
2022-07-15,France,8210710,320903,8181,889,11504916
2020-01-11,Germany,3489429,437769,378,734,85454420
2022-09-21,Brazil,6888260,394184,3829,591,27335348
2020-02-25,Italy,6478443,262512,6380,745,82752504
2021-06-16,Italy,294746,467176,615,380,94330900
2022-09-02,India,5710754,35010,2330,695,62433678
2022-01-12,India,5432019,447370,1754,427,44390090
2020-07-26,France,4352892,35851,463,696,30443721
2022-08-07,Canada,1702159,122761,9158,645,61090257
2022-03-05,USA,3757985,418712,4267,731,17015966
2020-12-25,Brazil,3802177,254640,3158,799,83978549
2021-10-15,Brazil,8512558,389296,3624,363,28215799
2022-10-03,Japan,1153224,162008,4938,201,24995865
2022-11-02,Russia,2650235,78858,5417,881,51380020
2021-08-10,Russia,4740039,67005,6004,145,92725158
2021-05-03,Italy,8299350,37493,8881,835,20492550
2021-03-13,Italy,9693374,200867,5603,638,20701655
2021-09-08,UK,2303554,167462,2212,456,42600614
2022-05-21,Germany,4020120,10292,6120,134,88865567
2021-11-29,India,2946862,354521,5818,625,85191833
2020-10-09,Japan,2676517,159437,382,263,63750861
2022-05-27,USA,4307086,410423,2256,63,84838812
2022-05-26,India,7331006,101735,1412,490,45264536
2020-02-27,Canada,9015828,22912,9775,646,96734391
2022-08-11,UK,8329442,495671,6146,40,28169886
2022-02-05,Italy,6169912,495733,371,295,87583937
2022-12-17,UK,8831924,80771,5806,2,98302977
2021-03-27,USA,3517741,187644,5565,912,62395606
2021-05-06,Italy,6168563,107293,8802,705,79534766
2022-04-01,Germany,3456653,99083,8307,974,52075292
2022-05-03,India,5429219,113655,7437,109,59648482
2020-08-01,France,475595,412492,446,220,67567560
2022-03-03,Russia,9854352,97459,1391,369,41959069
2020-11-06,Canada,1888806,398750,1340,367,62631229
2022-11-19,Italy,2148091,223077,2939,435,75741005
2020-08-22,Russia,3961676,232682,5969,917,6761714
2022-04-05,France,1760462,428886,9265,3,92151824
2021-02-20,Canada,4058848,455363,4813,243,68495091
2021-06-13,Germany,809178,229171,3569,901,87269456
2022-02-26,UK,7932310,373839,5454,165,97081999
2022-10-25,Canada,4777402,167558,3150,25,42031539
2021-03-05,USA,6934106,458773,9797,394,78782399
2021-03-30,India,7486327,296412,6414,473,54502394
2022-09-24,France,2562605,107338,4657,16,75938470
2021-05-20,Russia,721037,474551,6947,727,94331659
2021-05-31,USA,5507683,288480,7943,91,48449312
2021-12-26,Japan,6417954,265785,3662,482,46946489
2021-10-25,Brazil,1021469,87132,4482,542,11127249
2022-11-25,Germany,6756350,295103,4797,204,56305746
2021-12-13,Germany,5779277,144378,5068,501,31529526
2021-12-14,Russia,2892371,177254,5480,930,58761540
2022-01-05,Italy,6970199,74123,8033,399,66440610
2022-04-15,UK,463001,449542,983,206,79639578
2021-11-10,USA,6011493,227967,5607,618,2744996
2021-08-12,India,2822136,21498,8543,145,1063892
2021-06-29,France,515693,70198,9916,878,38690703
2020-10-19,Russia,2636722,495846,9471,100,20654043
2020-02-07,France,7818114,27197,1907,879,39719704
2022-11-05,India,239017,151791,6924,829,74984509
2022-01-02,UK,414994,483417,9216,879,30034576
2022-02-10,Germany,941768,108775,8737,240,14492842
2022-02-15,Japan,5712044,287176,4174,922,83475741
2020-07-19,Canada,8043846,321768,9080,758,91827203
2020-08-12,Brazil,1076941,340321,7265,162,45055041
2020-12-21,USA,465982,304108,9297,883,8141883
